watershed_id,site_id,date,month_index,month_of_year,nitrate_mgL,log_nitrate,rain_7day_mm,temp_c,landuse_ag,rain_cwc,rain_cgm,rain_mean_site,rain_mean_site_cgm,temp_cwc,landuse_ag_cgm
W01,W01_S01,2022-01-01,1,1,6.1785937308709995,1.8210906939368001,40.892235372701926,11.998217863029575,0.6209319457812378,23.684363443200937,26.798983718565815,17.20787192950099,3.114620275364876,-1.8219985188906076,0.11035197679432163
W01,W01_S01,2022-02-01,2,2,11.363526936186714,2.4304088348419963,49.13637546830296,8.460657652853154,0.6209319457812378,31.92850353880197,35.04312381416685,17.20787192950099,3.114620275364876,-5.359558729067029,0.11035197679432163
W01,W01_S01,2022-03-01,3,3,1.1818949387918145,0.16711903076258106,22.849314493469745,7.357797288864552,0.6209319457812378,5.641442563968756,8.756062839333635,17.20787192950099,3.114620275364876,-6.4624190930556304,0.11035197679432163
W01,W01_S01,2022-04-01,4,4,0.8237217179431887,-0.19392252705595803,7.151751135914006,9.310323245452546,0.6209319457812378,-10.056120793586983,-6.941500518222103,17.20787192950099,3.114620275364876,-4.509893136467637,0.11035197679432163
W01,W01_S01,2022-05-01,5,5,0.8937933565686984,-0.11228067530443658,4.941780051606991,10.683706016244477,0.6209319457812378,-12.266091877893999,-9.151471602529117,17.20787192950099,3.114620275364876,-3.136510365675706,0.11035197679432163
W01,W01_S01,2022-06-01,6,6,0.8044896928599058,-0.21754712449018587,8.96660376963128,11.072511781746586,0.6209319457812378,-8.241268159869708,-5.126647884504829,17.20787192950099,3.114620275364876,-2.7477046001735967,0.11035197679432163
W01,W01_S01,2022-07-01,7,7,0.6816517807339165,-0.3832363369659441,4.9007700494631274,15.122532621666942,0.6209319457812378,-12.307101880037862,-9.192481604672981,17.20787192950099,3.114620275364876,1.3023162397467587,0.11035197679432163
W01,W01_S01,2022-08-01,8,8,0.6436006061413736,-0.4406769220660715,6.972479816879315,19.132887615788043,0.6209319457812378,-10.235392112621675,-7.120771837256794,17.20787192950099,3.114620275364876,5.31267123386786,0.11035197679432163
W01,W01_S01,2022-09-01,9,9,0.5456924351430932,-0.6056997675521678,5.281888375974745,20.583230895964792,0.6209319457812378,-11.925983553526244,-8.811363278161364,17.20787192950099,3.114620275364876,6.76301451404461,0.11035197679432163
W01,W01_S01,2022-10-01,10,10,0.7901918345902976,-0.23547953440384783,9.038006035809046,23.59118906975238,0.6209319457812378,-8.169865893691943,-5.0552456183270635,17.20787192950099,3.114620275364876,9.770972687832199,0.11035197679432163
W01,W01_S01,2022-11-01,11,11,1.5115838167014963,0.41315798636384116,3.444210187421824,21.774043200016763,0.6209319457812378,-13.763661742079165,-10.649041466714285,17.20787192950099,3.114620275364876,7.95382681809658,0.11035197679432163
W01,W01_S01,2022-12-01,12,12,1.1006232707711818,0.09587662913359038,4.860289173176037,21.88881170512643,0.6209319457812378,-12.347582756324952,-9.232962480960072,17.20787192950099,3.114620275364876,8.068595323206246,0.11035197679432163
W01,W01_S01,2023-01-01,13,1,6.117326334320619,1.8111251275901914,46.38882576450247,16.228632147089012,0.6209319457812378,29.180953835001482,32.29557411036636,17.20787192950099,3.114620275364876,2.4084157651688294,0.11035197679432163
W01,W01_S01,2023-02-01,14,2,4.533937833546682,1.5115908408194552,54.92131182730368,11.874061663469828,0.6209319457812378,37.713439897802694,40.82806017316757,17.20787192950099,3.114620275364876,-1.9461547184503551,0.11035197679432163
W01,W01_S01,2023-03-01,15,3,3.4517472787382784,1.238880560442199,10.745044038233686,11.320784558210175,0.6209319457812378,-6.4628278912673025,-3.3482076159024228,17.20787192950099,3.114620275364876,-2.499431823710008,0.11035197679432163
W01,W01_S01,2023-04-01,16,4,0.9768998782526191,-0.02337111094949515,5.736828919652634,7.732683555551247,0.6209319457812378,-11.471043009848355,-8.356422734483475,17.20787192950099,3.114620275364876,-6.0875328263689354,0.11035197679432163
W01,W01_S01,2023-05-01,17,5,1.3171227406856836,0.27544961559827075,21.827687719869616,10.523286370420509,0.6209319457812378,4.6198157903686266,7.734436065733506,17.20787192950099,3.114620275364876,-3.296930011499674,0.11035197679432163
W01,W01_S01,2023-06-01,18,6,1.3759937729726808,0.31917621404501134,1.6862925311046997,10.108537623316288,0.6209319457812378,-15.52157939839629,-12.40695912303141,17.20787192950099,3.114620275364876,-3.7116787586038953,0.11035197679432163
W01,W01_S02,2022-01-01,1,1,4.411245919533558,1.4841571709932697,60.60923426537994,16.894029452037863,0.29468548249039367,43.48834839317538,46.51598261124383,17.12088587220456,3.0276342180684477,3.1541277802890146,-0.2158944864965225
W01,W01_S02,2022-02-01,2,2,2.033045890132293,0.7095351070094023,19.439502194585074,10.750970094349228,0.29468548249039367,2.318616322380514,5.346250540448965,17.12088587220456,3.0276342180684477,-2.9889315773996206,-0.2158944864965225
W01,W01_S02,2022-03-01,3,3,1.1572307518258642,0.14602986810641977,12.438476103803735,7.5806823743998955,0.29468548249039367,-4.6824097684008255,-1.6547755503323742,17.12088587220456,3.0276342180684477,-6.159219297348953,-0.2158944864965225
W01,W01_S02,2022-04-01,4,4,1.6116942657237634,0.4772859646347418,3.5637733541763486,11.65300712860516,0.29468548249039367,-13.557112518028212,-10.529478299959761,17.12088587220456,3.0276342180684477,-2.0868945431436874,-0.2158944864965225
